irradiancia_w_m2,temperatura_c
552.4167,26.1
655.4167,27.5
684.6389,28.3
682.4167,29.0
511.58334,28.9
367.0,27.4
148.02777,25.7
51.194443,24.6
1.0277778,23.0
0.0,22.2
0.0,21.3
0.0,21.0
0.0,21.4
0.0,21.7
0.0,21.4
0.0,21.8
0.0,21.4
0.0,21.0
0.0,20.1
0.0,19.8
0.0,19.5
11.944445,20.6
136.25,23.5
333.47223,25.2
548.0278,26.8
521.3889,27.3
573.4167,29.4
611.4722,30.6
499.69446,31.0
317.69446,30.2
160.63889,29.1
32.63889,26.9
0.7777778,25.7
0.0,25.0
0.0,24.7
0.0,24.5
0.0,24.3
0.0,23.6
0.0,22.9
0.0,21.9
0.0,21.9
0.0,22.3
0.0,21.8
0.0,21.3
0.0,20.9
22.222221,21.4
135.52777,24.2
302.0,26.4
502.05554,27.9
423.33334,27.7
568.9722,28.1
251.91667,27.4
313.47223,26.8
183.66667,26.1
106.72222,25.2
29.88889,24.7
0.3611111,24.2
0.0,23.6
0.0,22.8
0.0,23.1
0.0,22.0
0.0,22.1
0.0,22.6
0.0,22.3
0.0,22.5
0.0,22.4
0.0,22.3
0.0,22.4
0.0,22.0
5.1944447,22.7
33.805557,22.9
85.583336,23.1
212.22223,23.6
198.25,23.0
242.94444,24.3
289.55554,24.5
207.58333,23.9
100.638885,23.2
29.333334,22.8
6.1666665,22.1
0.0,22.1
0.055555556,21.8
0.0,21.7
0.0,21.6
0.0,21.4
0.0,21.6
0.0,21.3
0.0,21.1
0.0,21.1
0.0,21.2
0.0,21.3
0.0,21.2
0.0,21.0
0.5277778,20.8
2.2222223,20.5
4.611111,20.3
14.111111,20.4
32.88889,20.6
101.94444,21.4
152.08333,21.8
322.97223,23.3
163.47223,23.0
262.27777,23.0
23.25,22.5
1.7777778,22.1
0.0,21.7
0.0,21.5
0.0,21.2
0.0,21.2
0.0,20.6
0.0,20.5
0.0,20.2
0.0,20.0
0.0,20.0
0.0,19.5
0.0,19.5
0.0,19.4
16.36111,19.6
90.55556,20.3
179.13889,21.3
272.5,21.8
271.1389,21.6
111.19444,19.7
214.66667,20.9
163.88889,21.2
69.416664,20.3
24.25,19.4
18.027779,19.0
0.6666667,19.0
0.0,18.9
0.0,18.3
0.0,18.3
0.0,18.3
0.0,18.5
0.0,18.6
0.0,18.5
0.0,18.3
0.0,18.3
0.0,18.1
0.0,18.3
0.0,18.3
6.2777777,18.5
55.444443,19.3
122.02778,20.3
233.27777,21.0
334.41666,21.9
242.27777,22.1
97.47222,21.7
130.0,21.5
109.861115,21.4
48.583332,20.9
15.888889,20.7
0.027777778,20.6
0.0,20.5
0.0,19.7
0.0,19.6
0.0,19.6
0.0,19.7
0.0,19.7
0.0,19.6
0.0,18.8
0.0,18.0
0.0,17.4
0.0,17.1
0.0,16.7
12.361111,17.1
188.16667,21.0
343.16666,22.0
491.44446,23.2
629.19446,24.7
495.27777,24.6
624.44446,26.2
451.83334,26.5
271.72223,26.5
192.38889,24.2
72.916664,23.1
0.7777778,22.0
0.0,21.2
0.0,20.7
0.0,20.0
0.0,21.3
0.0,21.0
0.0,20.3
0.0,19.5
0.0,19.1
0.0,18.8
0.0,18.2
0.0,18.1
0.0,18.8
21.027779,18.9
177.55556,21.7
374.66666,23.6
550.4722,24.7
648.9167,25.9
684.2778,26.8
650.8611,27.4
592.1667,27.5
386.94446,25.4
108.27778,24.0
19.13889,23.6
0.25,23.3
0.0,23.1
0.0,23.1
0.0,22.8
0.0,23.0
0.0,22.2
0.0,22.2
0.0,22.2
0.0,22.2
0.0,21.7
0.0,21.1
0.0,21.0
0.0,21.2
9.0,21.3
38.666668,21.6
141.55556,22.0
150.22223,22.8
143.97223,22.7
96.388885,22.8
245.55556,24.2
186.58333,24.1
100.166664,23.0
37.63889,23.0
17.13889,22.8
0.22222222,22.0
0.0,21.5
0.0,21.3
0.0,21.4
0.0,21.2
0.0,21.3
0.0,21.4
0.0,21.4
0.0,21.5
0.0,21.0
0.0,20.9
0.0,21.0
0.0,20.9
3.8055556,21.2
29.333334,21.7
147.72223,22.9
227.94444,24.1
432.22223,25.0
538.5833,25.5
686.4722,26.4
628.8611,26.6
431.27777,26.5
153.55556,25.4
45.333332,24.3
0.5,23.7
0.0,23.7
0.0,21.3
0.0,20.4
0.0,19.6
0.0,19.5
0.0,19.3
0.0,19.0
0.0,18.7
0.0,18.1
0.0,18.3
0.0,18.0
0.0,17.7
14.833333,18.6
126.416664,21.4
344.30554,24.1
542.94446,26.6
659.25,28.9
712.5278,29.7
556.6667,28.1
595.1389,27.3
397.47223,25.6
315.1389,24.8
35.0,23.8
0.6388889,23.3
0.0,23.1
0.0,22.8
0.0,22.7
0.0,22.4
0.0,22.4
0.0,22.0
0.0,21.1
0.0,21.3
0.0,21.5
0.0,21.5
0.0,21.2
0.0,20.5
12.444445,20.1
179.08333,21.8
467.05554,
420.1389,
401.55554,23.8
510.3889,24.3
679.6389,24.8
711.1389,24.7
596.6667,25.1
392.05554,24.2
135.97223,21.9
3.0,21.4
0.0,18.2
0.0,17.8
0.0,18.0
0.0,17.3
0.0,16.6
0.0,17.6
0.0,17.4
0.0,17.1
0.0,17.2
0.0,17.5
0.0,18.1
0.0,18.4
6.8333335,18.8
94.361115,19.9
191.47223,20.9
283.77777,22.0
283.5,23.4
221.30556,22.0
171.58333,22.2
193.27777,22.9
110.25,22.7
111.333336,22.6
61.333332,22.0
2.9722223,20.8
0.0,20.8
0.0,19.9
0.0,19.2
0.0,19.3
0.0,18.9
0.0,19.0
0.0,18.8
0.0,19.3
0.0,18.4
0.0,18.7
0.0,19.0
0.0,19.0
3.75,19.1
69.69444,21.1
273.3611,22.0
469.97223,24.3
593.3611,24.1
596.1389,24.9
749.3333,25.9
409.1111,25.3
269.77777,25.8
249.11111,25.5
77.361115,22.7
2.1666667,20.5
0.0,19.9
0.0,19.2
0.0,18.5
0.0,18.4
0.0,18.2
0.0,22.2
0.0,21.6
0.0,21.8
0.0,21.6
0.0,21.9
0.0,21.4
0.0,21.3
1.8333334,20.8
48.61111,20.9
260.94446,22.5
424.6389,23.6
663.8333,24.3
508.3889,25.0
387.8611,24.6
533.0,25.3
220.83333,24.1
66.833336,23.3
42.72222,22.7
0.5277778,22.3
0.0,22.0
0.0,21.7
0.0,20.5
0.0,20.8
0.0,20.7
0.0,20.2
0.0,19.7
0.0,19.2
0.0,19.7
0.0,18.8
0.0,17.8
0.0,17.0
8.555555,17.0
138.63889,20.6
331.0,22.7
498.22223,23.5
474.22223,24.9
479.27777,24.6
172.77777,24.0
480.30554,25.4
356.30554,23.9
50.944443,23.3
14.388889,22.5
1.3055556,21.5
0.0,21.2
0.0,20.8
0.0,19.9
0.0,20.0
0.0,20.1
0.0,20.2
0.027777778,19.1
0.0,19.5
0.0,19.5
0.0,18.9
0.0,19.1
0.0,19.0
1.5277778,19.2
20.166666,19.4
68.861115,19.8
174.58333,20.3
261.0,20.8
93.02778,19.9
143.33333,20.5
136.19444,20.0
85.083336,19.0
220.22223,20.6
114.861115,19.7
2.2777777,18.7
0.0,19.2
0.0,19.1
0.0,18.9
0.0,18.7
0.0,18.8
0.0,19.0
0.0,18.7
0.0,18.6
0.0,17.8
0.0,18.2
0.0,17.7
0.0,17.9
6.9722223,17.4
96.333336,19.3
254.44444,21.2
447.3611,22.7
540.0833,24.0
477.05554,24.1
797.2222,24.9
457.75,24.9
364.22223,24.6
194.22223,23.1
54.61111,22.2
2.1944444,21.7
0.0,19.3
0.0,18.0
0.0,18.2
0.0,17.3
0.0,16.9
0.0,17.2
0.0,16.9
0.0,16.9
0.0,17.3
0.0,17.9
0.0,18.7
0.0,19.2
4.638889,18.8
55.36111,19.3
192.16667,21.2
331.25,20.1
224.22223,21.2
280.6111,22.4
147.94444,20.2
247.55556,21.5
293.33334,21.8
91.083336,21.9
41.194443,20.1
1.6666666,19.3
0.0,18.6
0.0,17.1
0.0,16.1
0.0,15.7
0.0,15.7
0.0,15.1
0.0,14.9
0.0,14.9
0.0,14.6
0.0,14.1
0.0,14.1
0.0,14.6
6.888889,15.7
90.611115,17.6
149.58333,18.7
181.94444,19.8
372.8611,21.5
262.80554,19.3
90.416664,19.8
490.27777,22.5
497.77777,23.1
84.0,21.6
48.083332,20.9
2.6111112,17.2
0.0,16.3
0.0,16.7
0.0,16.7
0.0,15.9
0.0,16.1
0.0,14.7
0.0,14.2
0.0,14.0
0.0,13.7
0.0,13.6
0.0,13.1
0.0,12.9
7.5833335,13.2
132.91667,16.0
309.5,18.8
513.94446,20.3
648.6667,22.6
722.5278,23.5
549.8611,24.3
651.94446,24.7
524.3333,25.2
325.25,24.4
108.25,21.6
2.2222223,17.1
0.0,16.1
0.0,15.4
0.0,14.8
0.0,14.6
0.0,14.2
0.0,14.2
0.0,13.7
0.0,13.2
0.0,13.4
0.0,13.3
0.0,13.1
0.0,12.7
8.833333,12.9
129.27777,16.5
340.75,19.4
517.5278,21.8
651.05554,23.8
724.5,24.9
715.55554,25.5
635.8611,26.0
513.69446,25.6
335.75,24.6
112.083336,21.0
1.8611112,16.9
0.0,16.2
0.0,15.4
0.0,15.1
0.0,14.1
0.0,13.6
0.0,13.1
0.0,12.9
0.0,12.6
0.0,12.5
0.0,12.4
0.0,12.3
0.0,11.8
6.25,12.0
132.08333,15.8
342.77777,19.3
507.8889,21.4
643.6389,23.2
700.8333,25.5
688.1389,25.5
612.8611,26.4
468.75,26.1
306.08334,25.4
101.666664,21.5
2.0555556,18.0
0.0,16.8
0.0,16.2
0.0,16.0
0.0,15.6
0.0,15.6
0.0,15.4
0.0,15.0
0.0,14.2
0.0,14.2
0.0,13.7
0.0,14.1
0.0,13.8
8.138889,13.8
105.638885,16.9
304.5,20.8
473.44446,22.7
607.6667,24.4
608.9167,26.4
654.5278,27.7
584.55554,28.5
483.44446,29.4
316.22223,26.5
119.75,22.1
2.3888888,19.2
0.0,18.2
0.0,18.9
0.0,17.5
0.0,17.5
0.0,17.5
0.0,16.6
0.0,16.1
0.0,15.7
0.0,15.1
0.0,14.5
0.0,14.6
0.0,14.2
6.2777777,14.0
114.083336,18.3
306.44446,21.4
486.80554,23.6
602.4167,25.0
594.6667,25.6
515.1111,25.6
481.3889,25.5
418.16666,25.0
262.55554,24.0
63.194443,22.4
1.4444444,22.1
0.0,21.8
0.0,20.4
0.0,17.8
0.0,17.1
0.0,17.4
0.0,18.7
0.0,19.3
0.0,19.2
0.0,19.5
0.0,19.1
0.0,18.8
0.0,18.7
1.2222222,18.9
28.944445,20.1
61.833332,20.8
93.72222,21.1
129.72223,21.2
155.94444,21.3
135.30556,21.3
212.25,22.1
179.05556,21.8
96.25,22.1
33.22222,21.4
1.0,20.5
0.0,19.4
0.0,18.8
0.0,17.7
0.0,18.8
0.0,17.4
0.0,17.1
0.0,16.8
0.0,18.5
0.0,17.0
0.0,16.0
0.0,15.6
0.0,15.3
7.4166665,15.4
72.05556,17.1
295.16666,21.3
505.72223,23.3
641.3333,25.0
495.3889,26.7
514.8889,27.3
258.33334,26.8
65.666664,21.7
32.47222,21.6
38.5,21.2
1.5555556,19.9
0.0,19.7
0.0,19.7
0.0,19.3
0.0,18.9
0.0,18.4
0.0,18.5
0.0,19.0
0.0,18.5
0.0,18.7
0.0,18.4
0.0,18.8
0.0,19.2
5.638889,20.0
57.833332,22.8
152.19444,26.3
501.94446,28.0
619.19446,28.7
369.1389,28.0
237.16667,27.7
275.02777,26.1
339.41666,25.6
222.11111,24.0
74.361115,23.0
1.0833334,23.0
0.0,22.0
0.0,21.5
0.0,21.6
0.0,21.3
0.0,21.0
0.0,20.8
0.0,20.8
0.0,20.5
0.0,20.3
0.0,20.4
0.0,20.5
0.0,20.3
2.4722223,20.3
32.583332,21.1
138.22223,22.5
295.72223,23.6
490.30554,24.2
445.8889,24.5
432.3611,25.4
319.72223,26.0
358.47223,25.7
192.33333,25.1
54.305557,23.7
1.8333334,21.7
0.0,20.5
0.0,19.8
0.0,19.7
0.0,20.3
0.0,19.8
0.0,19.2
0.0,19.0
0.0,18.5
0.0,18.3
0.0,19.2
0.0,19.5
0.0,19.2
5.3055553,19.3
73.916664,21.4
165.63889,23.5
463.58334,24.8
455.6111,25.4
329.77777,24.9
316.22223,24.5
143.44444,24.7
97.0,24.3
72.55556,23.0
5.3055553,21.3
0.7777778,21.0
0.0,20.7
0.0,20.0
0.0,19.8
0.0,19.9
0.0,19.9
0.0,20.0
0.0,19.9
0.0,19.8
0.0,19.7
0.0,19.6
0.0,19.6
0.0,19.5
2.5555556,19.3
33.02778,19.8
74.583336,19.9
175.69444,20.4
261.80554,20.8
241.72223,21.1
250.16667,21.2
214.33333,20.6
101.55556,19.9
89.083336,19.7
34.944443,19.2
0.8611111,18.9
0.0,18.9
0.0,19.1
0.0,19.1
0.0,18.6
0.0,18.6
0.0,18.6
0.0,18.1
0.0,18.1
0.0,18.3
0.0,18.2
0.0,18.1
0.0,18.2
2.9722223,18.3
40.36111,18.9
80.94444,19.0
207.13889,19.8
311.75,20.4
399.1389,21.0
449.52777,21.4
167.58333,20.6
269.58334,21.7
286.97223,21.7
92.30556,20.4
1.3611112,19.1
0.0,20.0
0.0,17.9
0.0,16.4
0.0,15.9
0.0,14.9
0.0,15.7
0.0,15.0
0.0,13.7
0.0,13.5
0.0,13.4
0.0,13.3
0.0,12.8
5.138889,12.9
128.63889,16.6
344.8611,19.4
521.30554,21.4
377.05554,21.9
583.69446,21.6
288.66666,22.0
528.1667,23.0
278.69446,22.5
279.58334,21.9
92.833336,20.5
2.25,20.2
0.0,17.2
0.0,15.4
0.0,15.1
0.0,14.1
0.0,13.9
0.0,13.8
0.0,13.5
0.0,13.2
0.0,13.0
0.0,12.7
0.0,12.8
0.0,13.4
5.5555553,14.6
121.69444,16.7
327.72223,19.4
504.1111,20.7
632.8333,22.0
705.3889,23.6
704.44446,24.7
584.80554,24.7
506.44446,25.7
326.05554,25.5
114.638885,19.5
2.9722223,17.2
0.0,16.4
0.0,16.2
0.0,15.6
0.0,15.4
0.0,15.4
0.0,15.1
0.0,14.6
0.0,14.4
0.0,14.8
0.0,14.4
0.0,14.1
0.0,14.0
9.722222,14.1
127.083336,17.1
323.52777,21.1
454.33334,22.5
625.4167,24.7
631.94446,26.3
694.5278,27.7
596.69446,28.3
496.30554,29.5
318.22223,28.8
83.583336,23.8
2.5277777,20.3
0.0,18.4
0.0,18.0
0.0,18.7
0.0,19.4
0.0,19.6
0.0,20.9
0.0,22.1
0.0,21.9
0.0,22.0
0.0,21.2
0.0,20.3
0.0,18.6
1.3888888,19.2
14.611111,20.1
94.111115,21.7
64.55556,21.7
53.416668,20.8
69.52778,20.9
124.138885,21.8
131.77777,21.6
96.52778,21.7
89.80556,21.4
35.77778,20.6
1.8055556,20.3
0.0,20.6
0.0,19.2
0.0,19.1
0.0,19.4
0.0,18.6
0.0,18.9
0.0,19.0
0.0,19.0
0.0,18.7
0.0,18.0
0.0,18.2
0.0,17.7
5.5277777,17.0
119.69444,20.5
232.86111,21.7
471.91666,22.7
616.8611,24.2
685.55554,25.6
688.9167,26.7
616.0833,27.9
488.1111,27.7
315.8611,26.8
102.416664,22.7
2.6111112,19.7
0.0,18.8
0.0,18.5
0.0,18.1
0.0,17.9
0.0,17.7
0.0,18.4
0.0,17.3
0.0,17.4
0.0,16.7
0.0,16.9
0.0,16.8
0.0,17.2
4.861111,19.6
121.22222,22.6
331.1389,24.4
500.97223,27.5
622.1111,28.9
685.6111,29.7
681.3333,30.2
607.3611,28.5
476.97223,26.3
288.19446,24.6
124.27778,22.7
3.8888888,22.5
0.0,22.7
0.0,21.6
0.0,21.9
0.0,21.9
0.0,21.6
0.0,21.4
0.0,20.8
0.0,20.7
0.0,20.5
0.0,20.4
0.0,20.6
0.0,20.4
2.2777777,20.3
43.11111,20.4
111.861115,20.8
181.08333,21.2
308.22223,21.7
401.6111,21.7
295.08334,20.7
53.75,19.9
60.63889,20.2
33.25,19.7
12.25,19.1
0.083333336,19.3
0.0,19.3
0.0,19.5
0.0,19.1
0.0,19.0
0.0,18.7
0.0,18.8
0.0,18.6
0.0,18.3
0.0,18.2
0.0,18.2
0.0,18.1
0.0,18.2
2.1944444,18.1
45.61111,18.5
41.11111,18.6
69.02778,19.1
97.611115,19.2
126.083336,19.8
119.55556,19.7
106.916664,19.5
71.30556,19.4
43.194443,19.1
18.13889,19.0
0.33333334,19.2
0.0,18.8
0.0,18.8
0.0,18.6
0.0,18.6
0.0,18.6
0.0,18.7
0.0,18.6
0.0,18.5
0.0,18.5
0.0,18.7
0.0,18.6
0.0,18.7
1.0277778,18.8
22.027779,18.9
64.0,19.6
100.02778,20.6
122.30556,20.8
157.25,21.5
87.416664,21.4
126.416664,22.0
141.94444,22.3
107.02778,22.2
55.61111,21.8
1.8333334,20.4
0.0,20.4
0.0,20.4
0.0,20.4
0.0,20.1
0.0,20.1
0.0,19.4
0.0,18.6
0.0,17.5
0.0,18.1
0.0,17.7
0.0,17.7
0.0,17.8
2.9166667,18.5
56.166668,18.7
158.88889,19.7
370.8889,22.4
377.47223,22.8
542.19446,24.6
599.7222,25.9
605.0,26.5
452.77777,26.9
229.0,24.6
49.805557,23.4
3.0555556,20.8
0.0,19.2
0.0,18.7
0.0,18.3
0.0,18.1
0.0,18.2
0.0,18.0
0.0,17.3
0.0,17.9
0.0,17.3
0.0,17.4
0.0,18.6
0.0,19.4
3.25,19.8
44.77778,20.7
94.0,21.1
204.5,22.3
539.6111,24.1
668.8611,25.7
679.80554,27.7
617.9722,28.1
496.97223,28.8
312.66666,27.7
110.55556,22.8
2.9444444,20.5
0.0,19.9
0.0,19.1
0.0,18.7
0.0,18.4
0.0,18.0
0.0,17.6
0.0,17.3
0.0,17.3
0.0,17.5
0.0,17.8
0.0,21.4
0.0,19.0
4.25,17.2
122.916664,23.0
331.75,24.4
500.52777,26.7
625.3889,28.5
688.8333,29.6
683.9167,30.7
609.1389,31.1
489.44446,26.3
301.6389,24.1
113.75,23.1
3.2222223,20.8
0.0,21.8
0.0,20.1
0.0,19.5
0.0,20.3
0.0,20.6
0.0,20.2
0.0,20.5
0.0,18.7
0.0,18.2
0.0,17.5
0.0,17.0
0.0,16.9
4.9166665,17.0
110.05556,19.7
281.97223,22.0
453.02777,24.3
602.05554,25.4
693.44446,26.9
678.19446,27.9
578.6111,27.7
411.94446,27.9
302.44446,27.7
117.80556,22.9
3.0,20.8
0.0,20.0
0.0,20.0
0.0,21.1
0.0,21.3
0.0,21.1
0.0,20.3
0.0,18.9
0.0,18.1
0.0,17.4
0.0,17.0
0.0,17.1
0.0,17.1
4.5277777,17.8
120.0,21.1
323.52777,26.1
497.8611,28.9
627.94446,30.3
702.7222,31.2
698.3333,31.5
625.69446,31.4
499.8611,32.0
320.66666,30.1
114.388885,26.7
3.0555556,21.3
0.0,19.8
0.0,19.3
0.0,18.2
0.0,18.0
0.0,17.6
0.0,17.2
0.0,17.0
0.0,17.0
0.0,17.3
0.0,16.3
0.0,16.1
0.0,15.7
4.4166665,15.7
116.111115,19.7
320.47223,24.3
498.8611,26.8
630.6111,28.0
700.1111,29.3
703.6111,30.3
632.8889,31.1
508.75,31.3
325.55554,29.3
109.22222,24.9
3.3888888,21.1
0.0,20.7
0.0,19.4
0.0,18.7
0.0,18.4
0.0,17.9
0.0,17.7
0.0,17.4
0.0,17.2
0.0,16.5
0.0,16.4
0.0,16.5
0.0,16.1
4.5833335,16.1
113.388885,19.4
324.80554,23.4
505.5,25.9
633.30554,27.6
697.4722,29.1
690.9167,30.1
560.0,26.8
496.52777,26.1
337.25,24.7
156.36111,22.7
4.8055553,22.0
0.0,22.4
0.0,22.6
0.0,22.3
0.0,22.0
0.0,21.4
0.0,20.9
0.0,20.9
0.0,20.6
0.0,20.3
0.0,19.6
0.0,19.9
0.0,19.9
1.8055556,20.5
37.63889,21.3
194.63889,22.3
243.94444,22.9
327.3611,23.5
250.94444,23.1
225.69444,23.2
182.47223,22.0
49.0,21.1
81.361115,21.3
40.61111,21.1
2.0555556,20.8
0.0,20.4
0.0,19.3
0.0,19.0
0.0,18.8
0.0,18.9
0.0,18.6
0.0,18.5
0.0,18.4
0.0,18.2
0.0,18.2
0.0,18.4
0.0,18.3
1.4444444,18.4
22.666666,18.5
82.80556,19.3
132.88889,19.9
229.02777,20.6
425.80554,21.1
286.55554,21.4
313.52777,22.0
84.02778,20.9
69.0,20.6
16.583334,20.4
0.30555555,19.2
0.0,18.9
0.0,18.9
0.0,18.7
0.0,18.6
0.0,17.8
0.0,18.3
0.0,17.6
0.0,16.7
0.0,15.7
0.0,15.2
0.0,15.0
0.0,14.6
4.7777777,14.4
104.833336,17.7
309.94446,20.7
534.19446,21.5
431.97223,21.5
590.5,22.6
547.69446,22.6
629.80554,23.9
496.72223,23.8
320.33334,23.6
112.94444,22.4
3.6666667,21.1
0.0,18.9
0.0,19.6
0.0,19.4
0.0,19.3
0.0,19.6
0.0,19.2
0.0,18.3
0.0,17.8
0.0,17.1
0.0,16.5
0.0,16.2
0.0,15.8
4.75,15.9
110.52778,19.2
308.66666,22.0
483.25,24.9
611.19446,26.2
683.6111,27.4
689.0833,26.3
622.55554,24.5
460.0,23.6
326.97223,23.0
58.22222,22.0
1.5833334,22.1
0.0,22.0
0.0,21.4
0.0,21.2
0.0,20.7
0.0,20.3
0.0,19.7
0.0,19.4
0.0,18.9
0.0,19.0
0.0,18.8
0.0,19.1
0.0,18.0
3.9722223,18.4
58.75,19.2
153.86111,19.9
219.58333,20.4
207.08333,21.1
237.77777,21.6
230.63889,21.4
352.77777,21.8
418.30554,21.7
175.66667,20.3
36.555557,20.0
1.8333334,19.8
0.0,19.8
0.0,18.9
0.0,18.4
0.0,18.6
0.0,18.6
0.0,18.4
0.0,18.2
0.0,18.0
0.0,17.9
0.0,18.1
0.0,18.1
0.0,17.7
3.4444444,17.2
65.611115,19.1
110.25,19.6
183.77777,20.5
375.47223,21.2
513.0833,22.6
496.6389,23.2
588.55554,23.3
505.19446,23.9
319.6111,23.0
100.611115,21.3
4.361111,17.2
0.0,16.1
0.0,15.6
0.0,14.9
0.0,14.6
0.0,14.4
0.0,14.3
0.0,14.3
0.0,13.6
0.0,13.7
0.0,13.3
0.0,13.0
0.0,12.5
4.7222223,13.3
124.638885,16.9
329.44446,19.8
507.91666,21.7
644.75,24.4
712.6667,26.6
716.0,28.5
656.7778,29.6
524.9722,29.9
335.1111,28.4
127.52778,24.9
3.8333333,20.0
0.0,18.3
0.0,18.0
0.0,20.4
0.0,17.8
0.0,17.6
0.0,19.8
0.0,17.9
0.0,16.8
0.0,16.1
0.0,16.1
0.0,15.3
0.0,14.9
5.0277777,14.9
116.55556,18.1
313.25,21.4
491.1389,22.9
612.4722,24.4
680.1111,25.9
685.4167,27.4
623.0,27.8
503.77777,28.0
333.02777,27.9
127.166664,22.8
4.361111,20.1
0.0,18.4
0.0,18.0
0.0,17.8
0.0,17.6
0.0,18.0
0.0,22.2
0.0,22.8
0.0,22.2
0.0,21.2
0.0,19.9
0.0,20.5
0.0,20.8
6.5277777,18.7
135.66667,24.1
233.05556,24.9
345.66666,26.9
538.25,28.3
641.2778,28.7
258.1389,27.3
183.05556,26.5
250.44444,25.5
136.47223,23.4
56.416668,22.8
0.8888889,22.4
0.0,21.7
0.0,21.3
0.0,21.2
0.0,20.8
0.0,20.7
0.0,20.6
0.0,20.4
0.0,18.5
0.0,18.5
0.0,17.9
0.0,18.6
0.0,17.2
0.9722222,17.1
12.416667,17.5
48.5,17.9
60.88889,17.5
77.833336,17.1
292.77777,18.7
240.16667,18.9
257.16666,19.4
207.05556,20.6
157.83333,20.2
56.63889,19.9
4.5555553,19.3
0.0,19.2
0.0,18.1
0.0,17.8
0.0,18.1
0.0,17.8
0.0,17.6
0.0,17.4
0.0,17.9
0.0,17.3
0.0,16.3
0.0,15.5
0.0,15.3
3.6388888,16.0
73.5,16.0
188.55556,17.1
414.6389,18.4
285.1389,18.4
282.83334,18.1
430.75,19.6
595.7222,20.5
384.22223,21.4
360.75,21.6
126.69444,19.7
5.4444447,19.0
0.0,18.2
0.0,14.9
0.0,14.0
0.0,13.7
0.0,13.2
0.0,12.9
0.0,12.9
0.0,12.3
0.0,12.4
0.0,12.6
0.0,12.4
0.0,11.6
5.888889,12.2
88.861115,15.6
341.3889,19.3
527.5278,20.9
666.3333,21.6
741.55554,22.5
740.9722,23.7
668.75,24.0
532.8333,24.3
358.1111,24.2
146.63889,22.7
4.9444447,16.8
0.0,15.4
0.0,14.9
0.0,14.6
0.0,13.6
0.0,13.0
0.0,12.8
0.0,12.3
0.0,12.0
0.0,11.4
0.0,11.4
0.0,11.0
0.0,11.2
4.9722223,11.1
132.80556,15.6
344.19446,18.5
519.8889,21.1
654.6389,23.0
731.0278,24.1
735.8889,25.2
664.55554,26.5
527.5278,26.8
347.05554,26.3
143.11111,23.8
5.3333335,17.5
0.0,17.1
0.0,15.2
0.0,14.4
0.0,14.0
0.0,13.4
0.0,13.0
0.0,13.0
0.0,12.3
0.0,12.2
0.0,11.6
0.0,11.7
0.0,11.5
4.861111,11.0
136.58333,16.1
354.30554,21.3
533.69446,24.0
674.19446,25.6
750.9722,26.4
755.94446,27.2
683.19446,27.8
546.1111,27.8
361.16666,27.0
151.97223,21.9
4.7777777,18.5
0.0,16.9
0.0,15.7
0.0,15.0
0.0,14.5
0.0,14.1
0.0,13.0
0.0,13.7
0.0,13.8
0.0,13.6
0.0,15.1
0.0,21.9
0.0,18.3
4.361111,18.9
139.55556,23.6
365.30554,24.8
550.4167,26.3
685.19446,26.9
755.3611,27.6
754.44446,28.0
683.19446,29.3
551.0833,29.9
370.1389,29.6
162.16667,28.5
4.7777777,22.8
0.0,18.9
0.0,17.6
0.0,16.8
0.0,15.9
0.0,15.7
0.0,15.2
0.0,15.1
0.0,15.2
0.0,14.8
0.0,14.0
0.0,14.2
0.0,13.9
5.0,14.0
140.38889,18.2
358.5,24.8
540.75,26.8
678.4722,28.7
753.0278,29.0
752.7222,29.8
683.4167,29.6
552.1111,29.8
370.41666,29.6
160.63889,27.6
4.5555553,22.8
0.0,21.5
0.0,21.6
0.0,17.9
0.0,16.9
0.0,16.1
0.0,15.6
0.0,15.6
0.0,15.1
0.0,15.2
0.0,14.8
0.0,14.5
0.0,13.8
5.361111,14.2
140.91667,20.6
360.8611,26.1
545.9722,27.2
682.2222,28.1
752.6389,29.4
752.19446,29.6
684.6667,30.1
553.4167,30.8
342.83334,29.7
153.52777,26.1
5.638889,20.8
0.0,18.6
0.0,18.1
0.0,17.6
0.0,16.6
0.0,15.8
0.0,15.5
0.0,15.3
0.0,14.9
0.0,15.0
0.0,14.3
0.0,14.7
0.0,14.0
5.4722223,14.0
138.66667,19.6
355.41666,24.8
532.8889,27.3
667.7222,29.7
756.1667,30.7
756.5,31.0
675.1667,31.2
544.1667,31.0
365.91666,31.0
156.22223,28.7
6.5555553,22.4
0.0,20.8
0.0,19.9
0.0,19.3
0.0,18.7
0.0,18.0
0.0,17.4
0.0,17.1
0.0,16.9
0.0,16.7
0.0,16.6
0.0,17.5
0.0,16.8
5.6666665,17.2
140.16667,25.1
353.80554,27.5
532.75,29.4
671.44446,30.4
750.2778,31.4
756.8611,31.9
684.5833,30.1
469.1389,27.1
359.41666,25.5
79.916664,23.5
14.944445,22.0
0.0,20.5
0.0,19.8
0.0,20.3
0.0,18.7
0.0,17.7
0.0,17.5
0.0,16.9
0.0,16.2
0.0,16.0
0.0,15.9
0.0,15.8
0.0,17.2
7.6944447,17.5
94.166664,21.6
260.08334,22.4
428.72223,24.5
423.66666,24.6
295.30554,24.4
532.75,26.4
544.05554,26.1
386.22223,24.8
102.083336,24.0
57.13889,23.3
4.2777777,22.8
0.0,22.3
