irradiancia_w_m2,temperatura_c
24.833334,24.8
162.08333,25.6
212.94444,26.5
321.19446,27.0
306.83334,25.3
270.30554,25.4
268.80554,25.7
346.80554,26.9
126.75,25.4
225.33333,26.9
51.166668,26.4
17.194445,26.2
0.2777778,24.6
0.0,24.0
0.0,23.9
0.0,23.4
0.0,23.5
0.0,23.5
0.0,23.2
0.0,23.2
0.0,23.2
0.0,23.0
0.0,22.9
0.25,22.9
18.527779,23.2
55.083332,24.1
172.02777,24.8
343.80554,26.0
340.27777,26.3
283.6389,27.2
274.27777,25.6
150.91667,24.9
185.36111,25.2
103.888885,25.0
36.444443,24.9
8.611111,24.2
0.0,22.9
0.0,23.3
0.0,23.3
0.0,23.4
0.0,23.6
0.0,23.5
0.0,23.4
0.0,22.6
0.0,22.5
0.0,22.6
0.0,22.6
0.19444445,22.4
15.194445,22.7
47.305557,23.4
78.44444,23.4
113.666664,23.6
164.86111,23.4
186.33333,23.9
143.58333,23.2
88.69444,22.8
47.88889,22.5
57.61111,22.6
39.0,22.5
12.583333,22.5
0.11111111,22.4
0.0,22.5
0.0,22.5
0.0,22.2
0.0,22.3
0.0,22.2
0.0,21.9
0.0,21.9
0.0,21.9
0.0,22.0
0.0,22.2
0.3888889,22.1
27.055555,22.6
62.27778,23.3
138.80556,23.6
211.33333,24.2
189.61111,24.2
212.55556,24.4
336.80554,25.4
466.25,25.7
172.83333,25.8
115.361115,24.8
73.05556,25.0
35.02778,24.7
0.16666667,24.1
0.0,24.5
0.0,24.2
0.0,24.0
0.0,24.2
0.0,23.8
0.0,23.7
0.0,23.7
0.0,23.5
0.0,25.3
0.083333336,26.4
0.5,23.5
33.52778,24.9
183.38889,27.0
227.22223,26.9
307.33334,27.8
617.3333,27.2
357.47223,26.5
467.97223,27.0
293.27777,26.2
207.41667,26.0
143.02777,25.6
20.166666,23.4
16.194445,23.3
0.19444445,23.3
0.0,23.0
0.0,23.1
0.0,23.0
0.0,23.1
0.0,22.9
0.0,22.6
0.0,22.2
0.0,21.9
0.0,21.5
0.0,21.0
1.6666666,21.1
107.69444,23.4
265.27777,25.8
651.5,27.3
752.19446,27.9
609.8333,27.7
280.41666,27.8
350.33334,28.3
295.80554,28.0
263.1111,28.0
176.27777,27.2
126.416664,27.0
89.833336,25.9
0.41666666,22.2
0.0,21.6
0.0,21.0
0.0,20.6
0.0,20.0
0.0,19.8
0.0,19.6
0.0,19.4
0.0,19.3
0.0,19.1
0.0,18.9
1.75,18.8
91.27778,21.2
336.05554,25.3
496.83334,26.6
772.8333,28.0
918.3889,29.0
991.9722,30.8
982.8333,31.7
907.75,32.5
754.1667,32.5
554.3333,30.6
295.8611,30.1
77.583336,27.2
0.25,23.8
0.0,23.1
0.0,22.7
0.0,22.6
0.0,22.2
0.0,22.1
0.0,22.1
0.0,21.8
0.0,21.6
0.0,21.5
0.0,22.0
0.8888889,22.8
65.888885,24.0
299.1389,26.3
560.3333,27.8
760.0278,29.7
909.25,31.2
984.5,32.6
944.5,33.1
869.6389,32.9
726.30554,31.9
520.8889,31.0
285.75,29.9
78.611115,26.4
0.22222222,23.5
0.0,23.0
0.0,22.6
0.0,22.8
0.0,22.4
0.0,21.4
0.0,21.1
0.0,20.7
0.0,20.6
0.0,20.7
0.0,20.4
1.25,20.5
81.333336,22.7
302.27777,25.9
531.1389,28.3
729.1667,28.9
912.1111,30.2
977.6389,31.5
953.0278,30.7
869.9167,30.5
709.25,30.1
531.69446,29.9
282.08334,29.4
68.77778,27.1
0.083333336,24.8
0.0,25.7
0.0,24.1
0.0,24.6
0.0,22.8
0.0,22.3
0.0,22.2
0.0,23.2
0.0,22.5
0.0,22.1
0.0,22.5
0.33333334,23.2
39.305557,24.5
288.25,26.8
485.1111,27.4
529.8889,29.6
740.94446,29.3
811.6389,30.3
910.4167,31.3
878.19446,30.3
712.55554,30.0
491.83334,28.4
179.19444,27.2
45.305557,26.5
0.055555556,25.9
0.0,25.9
0.0,25.5
0.0,23.9
0.0,22.5
0.0,22.8
0.0,22.6
0.0,23.4
0.0,23.6
0.0,23.7
0.0,23.9
0.6388889,24.0
30.5,25.1
144.5,26.3
419.1389,27.7
462.69446,28.2
448.8611,28.8
588.6667,29.7
535.9167,29.1
313.66666,28.3
328.8611,27.8
140.80556,27.2
59.88889,26.5
14.944445,25.9
0.0,26.2
0.0,24.5
0.0,24.3
0.027777778,23.8
0.027777778,22.7
0.0,22.8
0.0,22.6
0.0,22.2
0.0,22.1
0.0,22.0
0.0,21.7
0.16666667,22.1
36.666668,23.0
163.08333,24.4
374.52777,26.9
406.41666,26.9
402.3889,27.8
137.91667,26.6
99.416664,26.6
105.27778,26.4
129.5,26.1
247.86111,26.2
116.5,26.2
16.11111,25.8
0.027777778,24.5
0.0,23.7
0.0,23.3
0.0,22.6
0.0,22.4
0.0,22.8
0.0,22.7
0.0,22.3
0.0,21.6
0.0,21.2
0.0,21.6
0.8055556,21.2
84.72222,23.2
297.69446,25.3
447.3611,26.7
621.2222,28.9
633.7222,28.8
546.3333,29.5
542.19446,28.8
771.4722,29.3
706.8889,28.5
368.19446,27.3
233.83333,26.8
45.77778,26.1
0.027777778,26.1
0.0,23.5
0.0,22.4
0.0,21.8
0.0,21.5
0.0,21.2
0.0,20.9
0.0,20.8
0.0,20.8
0.0,20.7
0.0,20.6
0.8611111,20.6
79.69444,22.7
309.52777,26.0
481.08334,27.1
698.1667,28.6
807.8611,30.2
937.5278,31.3
576.2778,30.3
610.6389,31.1
651.2222,30.5
502.77777,29.4
262.8889,28.2
57.36111,26.8
0.027777778,25.7
0.0,23.8
0.0,22.6
0.0,22.5
0.0,21.7
0.0,21.3
0.0,21.0
0.0,20.8
0.0,20.8
0.0,21.8
0.0,21.0
1.0555556,21.1
85.861115,23.7
311.69446,27.2
323.83334,26.4
618.8889,27.5
609.44446,28.6
749.5278,30.3
896.4167,30.5
522.3611,30.5
596.2778,29.8
149.88889,26.6
225.44444,26.2
35.805557,23.7
0.0,22.2
0.0,21.5
0.0,21.2
0.0,21.3
0.0,21.3
0.0,22.1
0.0,20.5
0.0,20.3
0.0,19.8
0.0,19.9
0.0,20.0
0.75,19.9
79.69444,22.6
310.0,25.5
533.8889,27.7
738.6667,29.8
865.19446,30.3
929.8333,31.7
934.80554,32.5
874.6111,32.9
715.0,33.0
504.0,32.7
264.27777,31.3
49.416668,26.1
0.0,24.1
0.0,23.6
0.0,23.2
0.0,23.1
0.0,25.1
0.0,23.2
0.0,22.4
0.0,22.1
0.0,22.2
0.0,21.5
0.0,21.5
0.7222222,21.4
74.94444,24.3
300.6389,27.9
529.94446,30.0
723.5278,31.7
868.2778,32.7
925.1389,33.9
929.7222,34.9
699.5278,34.3
402.30554,31.8
395.8889,32.6
256.3889,31.5
50.77778,26.8
0.0,27.0
0.0,26.3
0.0,26.0
0.0,25.1
0.0,24.4
0.0,23.9
0.0,23.4
0.0,22.6
0.0,22.5
0.0,22.2
0.0,21.9
0.7222222,22.3
77.638885,25.4
299.3611,27.8
511.80554,29.3
761.7222,31.5
863.3333,32.4
596.5,32.5
932.05554,33.2
830.0833,32.9
682.25,31.7
456.33334,31.1
229.25,30.2
20.444445,29.2
0.0,25.1
0.0,24.3
0.0,24.1
0.0,24.1
0.0,25.6
0.0,24.9
0.0,24.6
0.0,23.3
0.0,22.6
0.0,22.2
0.0,22.0
0.6666667,21.7
75.361115,24.7
289.77777,25.9
401.77777,27.9
695.30554,29.5
817.1111,29.9
767.8611,31.2
897.7778,31.5
795.1111,30.9
666.5833,31.8
462.5,31.1
159.13889,29.8
41.02778,28.6
0.0,27.1
0.0,27.6
0.0,26.9
0.0,26.5
0.0,26.1
0.0,25.4
0.0,23.0
0.0,21.8
0.0,21.4
0.0,21.1
0.0,21.0
0.6388889,20.7
77.44444,24.3
297.69446,27.2
477.47223,27.5
580.6389,28.5
681.80554,30.3
887.4167,31.5
891.6111,32.0
838.6389,31.9
724.94446,31.8
440.1111,30.0
126.833336,29.2
37.13889,27.6
0.0,26.8
0.0,26.3
0.0,26.4
0.0,26.2
0.0,25.7
0.0,25.4
0.0,24.7
0.0,24.0
0.0,21.4
0.0,20.8
0.0,21.0
0.5555556,20.4
85.138885,23.6
328.69446,25.5
542.5833,27.7
742.80554,29.1
863.80554,30.1
940.9722,31.6
935.5833,31.6
843.69446,31.3
702.8333,31.1
494.1389,29.9
249.75,28.0
43.694443,26.0
0.0,25.6
0.0,25.0
0.0,22.9
0.0,22.3
0.0,22.7
0.0,23.2
0.0,23.9
0.0,23.9
0.0,22.4
0.0,21.4
0.0,21.5
0.5,21.4
66.05556,23.7
282.05554,26.3
526.3333,28.5
498.72223,29.3
795.3889,30.1
609.69446,29.5
678.80554,31.2
800.0278,30.0
671.8889,29.0
299.3889,27.6
225.02777,27.3
26.972221,26.5
0.0,26.0
0.0,24.8
0.0,25.4
0.0,22.8
0.0,22.2
0.0,21.8
0.0,21.5
0.0,22.5
0.0,22.5
0.0,22.4
0.0,22.1
0.25,22.0
53.13889,23.8
221.11111,26.1
460.1111,28.4
637.9722,28.2
171.05556,25.9
345.91666,25.3
480.05554,24.8
228.36111,24.2
9.277778,22.6
5.361111,22.3
23.63889,22.6
10.75,22.7
0.0,22.6
0.0,22.6
0.0,22.4
0.0,22.1
0.0,22.1
0.0,22.1
0.0,21.8
0.0,22.1
0.0,21.6
0.0,21.3
0.0,21.5
0.6666667,21.1
68.388885,22.5
171.38889,24.1
433.44446,26.3
579.3889,28.6
395.72223,28.8
380.19446,29.6
844.4167,30.5
609.44446,30.8
518.30554,29.5
103.583336,28.7
32.305557,27.1
18.027779,25.5
0.0,24.1
0.0,23.9
0.0,24.2
0.0,24.2
0.0,22.8
0.0,22.5
0.0,22.5
0.0,22.5
0.0,22.4
0.0,22.0
0.0,21.8
0.19444445,22.1
44.38889,23.8
100.19444,25.1
377.6111,28.1
715.1667,30.0
843.3611,32.2
950.3889,33.2
820.8889,33.9
727.0,33.4
297.52777,32.4
112.94444,31.1
6.7222223,26.3
1.3611112,22.2
0.0,22.5
0.0,22.4
0.055555556,22.4
0.0,22.4
0.0,24.4
0.41666666,24.2
0.055555556,22.8
0.0,23.2
0.0,22.5
0.0,22.6
0.0,22.7
0.22222222,22.5
42.11111,23.6
129.36111,25.0
515.8611,27.5
615.0278,29.1
562.05554,30.9
911.8333,32.7
696.6667,33.8
815.1111,34.5
676.30554,35.3
381.75,32.2
74.5,29.3
10.861111,27.1
0.0,25.8
0.0,25.1
0.0,23.4
0.0,23.1
0.0,22.6
0.0,22.5
0.0,22.6
0.0,22.7
0.0,22.2
0.0,22.0
0.0,21.8
0.16666667,22.1
55.11111,23.0
288.6389,25.1
521.55554,27.6
704.1111,29.5
826.5278,31.3
897.5833,33.1
894.94446,33.7
757.7778,33.1
312.25,31.4
466.3611,30.9
207.05556,29.2
30.833334,27.0
0.0,25.4
0.0,23.8
0.0,23.8
0.0,23.0
0.0,22.9
0.0,22.3
0.0,22.2
0.0,22.2
0.0,21.9
0.0,21.7
0.0,21.6
0.44444445,21.4
57.944443,24.0
284.55554,26.3
504.58334,28.1
695.4167,30.2
828.5833,31.9
854.6111,32.5
761.7222,31.5
310.8889,29.8
474.8611,30.5
547.30554,29.8
226.16667,28.0
13.111111,25.7
0.0,23.9
0.0,23.2
0.0,23.2
0.0,23.6
0.0,23.1
0.0,22.2
0.0,22.4
0.0,22.1
0.0,22.1
0.0,21.9
0.0,21.5
0.6944444,21.6
48.72222,23.1
192.05556,25.6
454.66666,26.9
714.9722,28.4
866.9722,30.2
886.1389,30.6
674.1667,31.5
754.7222,30.6
579.25,29.9
399.3889,28.6
180.47223,27.3
16.805555,26.4
0.0,25.8
0.0,24.4
0.0,24.3
0.0,26.5
0.0,26.0
0.0,23.8
0.0,23.3
0.0,23.4
0.0,22.8
0.0,23.1
0.0,22.7
0.3888889,22.6
44.86111,24.5
225.02777,26.0
476.5,27.2
699.1389,29.0
817.2778,30.9
842.0278,31.6
673.9722,32.2
770.3889,32.8
502.30554,31.3
407.41666,32.0
110.166664,30.7
30.944445,28.4
0.0,28.6
0.0,26.8
0.0,24.4
0.0,23.8
0.0,23.3
0.0,23.2
0.0,22.8
0.0,22.8
0.0,22.3
0.0,22.3
0.0,22.1
1.0833334,22.4
70.666664,24.9
161.94444,27.2
370.08334,29.0
556.5,32.2
819.8889,33.8
673.5278,33.0
704.0278,34.2
769.69446,34.1
288.6111,32.9
366.3889,33.2
84.666664,31.1
19.833334,30.9
0.0,30.0
0.0,28.3
0.0,26.6
0.0,28.4
0.0,27.8
0.0,27.5
0.0,27.4
0.0,27.9
0.0,27.9
0.0,27.8
0.0,26.9
0.083333336,25.7
61.88889,27.9
297.02777,29.3
505.83334,31.4
705.25,31.8
586.7778,31.4
914.75,30.8
732.3333,29.5
437.3889,30.0
236.44444,28.7
217.83333,28.6
117.0,27.4
5.9444447,27.4
0.0,25.6
0.0,25.2
0.027777778,25.1
0.0,24.6
0.0,24.4
0.0,23.1
0.0,23.6
0.0,22.7
0.0,22.3
0.0,21.6
0.0,21.6
0.11111111,21.9
27.805555,22.6
94.19444,23.2
134.08333,23.9
187.61111,24.6
237.55556,25.3
209.55556,26.3
215.0,25.8
99.02778,25.3
90.5,25.4
69.361115,25.1
43.444443,24.8
2.75,23.3
0.0,22.3
0.0,21.6
0.0,20.7
0.0,20.5
0.0,20.7
0.0,20.2
0.0,20.3
0.0,20.5
0.0,20.6
0.0,19.1
0.0,18.8
0.19444445,19.6
30.222221,20.4
163.19444,22.2
310.91666,23.6
474.33334,24.8
713.55554,25.8
654.0278,26.9
219.44444,26.4
335.83334,25.9
499.8889,26.1
224.16667,25.0
97.833336,24.6
10.527778,24.0
0.0,23.8
0.0,22.0
0.0,20.7
0.0,20.2
0.0,20.2
0.0,19.7
0.0,19.1
0.0,19.9
0.0,19.9
0.0,19.3
0.0,19.1
0.16666667,18.9
36.52778,20.0
258.58334,23.4
359.8611,24.6
502.27777,26.2
689.75,26.4
675.94446,27.8
750.1389,28.4
792.5833,29.0
385.47223,27.7
395.55554,28.1
113.77778,26.6
13.944445,25.7
0.0,25.3
0.0,25.0
0.0,24.6
0.0,24.4
0.0,24.0
0.0,23.6
0.0,23.4
0.0,23.1
0.0,22.6
0.0,19.8
0.0,20.0
0.16666667,19.4
61.63889,21.3
272.47223,24.3
439.41666,24.4
504.44446,25.9
816.05554,27.0
852.9722,28.4
691.2222,29.2
771.1389,29.0
636.6667,27.7
403.44446,26.9
159.77777,26.0
13.638889,24.4
0.0,22.3
0.0,20.7
0.0,20.1
0.0,20.1
0.0,20.0
0.0,19.7
0.0,19.6
0.0,19.1
0.0,18.7
0.0,18.8
0.0,18.8
0.083333336,19.2
41.444443,20.3
280.91666,23.8
531.0833,25.1
697.9167,27.2
892.7778,28.3
461.33334,27.3
756.7778,28.3
780.94446,28.3
623.05554,27.8
364.6389,26.7
196.08333,25.5
18.166666,24.1
0.0,23.5
0.0,20.6
0.0,19.4
0.0,19.3
0.0,18.5
0.0,18.3
0.0,17.9
0.0,17.8
0.0,17.6
0.0,17.3
0.0,17.1
0.16666667,17.0
57.166668,19.4
277.52777,23.5
409.22223,24.6
620.1389,25.9
258.22223,25.1
317.3611,26.5
816.3611,27.6
683.2222,27.8
308.02777,28.3
400.8889,27.1
177.58333,25.7
16.194445,24.6
0.0,23.2
0.0,22.2
0.0,22.7
0.0,21.2
0.0,20.0
0.0,19.6
0.0,19.4
0.0,19.0
0.0,18.8
0.0,18.8
0.0,18.3
0.19444445,18.5
49.47222,19.7
260.80554,23.8
486.22223,25.6
653.8611,27.1
735.0,28.0
725.4167,29.0
731.30554,28.9
736.1667,28.8
572.05554,27.9
250.58333,26.4
146.77777,25.7
13.833333,24.6
0.0,23.7
0.0,21.9
0.0,22.4
0.0,21.2
0.0,20.8
0.0,20.7
0.0,21.9
0.0,22.2
0.0,22.2
0.0,22.4
0.0,21.7
0.055555556,21.2
57.333332,24.0
208.02777,24.3
253.08333,25.2
651.30554,26.9
770.1667,28.7
836.7778,30.6
843.1667,31.6
770.94446,32.3
632.2222,31.8
407.19446,31.1
178.0,28.5
13.972222,26.3
0.0,25.1
0.0,23.4
0.0,21.8
0.0,21.5
0.0,21.6
0.0,21.3
0.0,20.8
0.0,20.3
0.0,20.2
0.0,20.0
0.0,20.0
0.33333334,20.3
51.97222,24.2
190.55556,24.9
309.91666,26.6
380.3611,28.4
669.1111,29.8
654.19446,30.3
684.6389,32.0
673.9167,33.4
575.75,31.6
316.91666,29.5
136.22223,28.1
3.6666667,24.3
0.0,22.9
0.0,22.8
0.0,22.4
0.0,24.3
0.0,25.4
0.0,25.4
0.0,24.6
0.0,24.2
0.0,23.8
0.0,24.2
0.0,24.2
0.0,23.3
48.27778,24.4
192.25,26.0
325.25,26.9
508.0,28.1
770.4167,28.6
934.7222,28.9
747.30554,28.3
496.3889,29.4
556.5278,27.4
210.55556,26.8
189.30556,26.2
11.305555,24.9
0.0,24.7
0.0,21.9
0.0,20.5
0.0,20.0
0.0,19.6
0.0,19.1
0.0,18.8
0.0,19.1
0.0,18.8
0.0,19.1
0.0,18.2
0.11111111,17.7
53.47222,20.3
266.27777,23.5
492.6111,26.1
693.30554,26.8
646.44446,28.1
387.08334,27.7
356.6111,28.0
440.94446,27.2
554.2778,28.2
420.3889,27.4
180.75,25.7
11.138889,24.0
0.0,23.9
0.0,20.1
0.0,19.4
0.0,19.3
0.0,20.0
0.0,21.0
0.0,19.4
0.0,19.0
0.0,18.4
0.0,18.7
0.0,19.5
0.3888889,20.0
44.77778,21.3
127.833336,23.5
458.0,25.6
689.4722,27.0
624.8611,28.3
673.0278,28.8
571.6667,27.8
777.80554,28.1
589.1111,27.5
373.97223,26.3
109.083336,24.7
8.944445,24.1
0.0,24.0
0.0,23.2
0.0,23.6
0.0,22.3
0.0,22.0
0.0,21.4
0.0,20.6
0.0,20.4
0.0,20.3
0.0,20.7
0.0,20.6
0.027777778,20.1
38.13889,21.6
245.30556,24.1
439.97223,25.6
638.2222,26.6
767.4167,27.7
838.6111,29.2
808.9722,30.0
409.5,28.4
527.75,27.6
357.52777,27.1
135.80556,25.6
7.9166665,24.6
0.0,25.0
0.0,24.2
0.5833333,23.1
0.0,21.3
0.0,21.4
0.0,20.6
0.0,19.2
0.0,18.8
0.0,18.6
0.0,18.9
0.0,18.8
0.055555556,18.8
50.38889,20.6
237.61111,24.1
481.58334,26.4
637.6111,27.3
741.5,28.0
724.19446,29.2
785.7778,29.9
711.94446,29.0
566.6389,28.3
347.6389,27.8
144.22223,26.6
8.75,24.8
0.0,21.3
0.0,19.9
0.0,19.7
0.0,19.2
0.0,19.0
0.0,18.7
0.0,18.5
0.0,18.3
0.0,18.3
0.0,18.3
0.0,17.9
0.22222222,18.2
46.38889,19.3
242.38889,23.4
457.44446,25.6
629.9722,27.0
746.19446,28.2
763.2778,29.8
785.1667,31.4
641.94446,30.3
563.2222,30.8
359.1389,29.7
144.19444,28.4
8.416667,25.6
0.0,22.6
0.0,21.6
0.0,21.1
0.0,20.8
0.0,21.0
0.0,20.1
0.0,19.8
0.0,19.6
0.0,19.7
0.0,19.9
0.0,19.9
0.027777778,20.1
27.36111,20.5
241.38889,24.4
455.8889,26.7
638.2222,28.6
761.8889,31.1
817.1389,32.0
785.8333,32.8
668.7222,33.0
550.30554,33.7
384.3611,33.3
153.80556,31.0
7.3333335,24.6
0.0,23.5
0.0,22.5
0.0,21.9
0.0,21.5
0.0,21.1
0.0,20.8
0.0,20.4
0.0,20.3
0.0,19.9
0.0,19.7
0.0,19.6
0.055555556,19.2
46.194443,21.2
224.66667,25.9
435.44446,28.8
624.5,30.2
745.8611,32.0
806.30554,33.4
794.6111,34.6
717.0833,35.0
571.9167,35.2
366.05554,33.5
142.69444,30.3
6.7222223,25.9
0.0,24.0
0.0,23.4
0.0,22.6
0.0,22.2
0.0,21.8
0.0,21.5
0.0,21.2
0.0,21.4
0.0,21.2
0.0,20.7
0.0,21.1
0.0,25.1
46.194443,26.5
233.19444,28.7
446.1389,30.6
615.4167,32.0
742.55554,33.8
808.25,34.9
802.0278,35.9
631.3333,31.0
507.27777,31.2
345.33334,29.3
132.33333,27.3
2.2777777,26.9
0.0,26.5
0.30555555,26.5
0.0,25.9
0.0,25.7
0.0,25.9
0.0,25.7
0.0,25.6
0.0,25.4
0.0,24.4
0.0,24.0
0.0,23.9
0.027777778,24.0
25.36111,24.7
120.97222,26.0
226.05556,27.0
194.44444,27.5
228.33333,27.9
244.44444,28.0
351.94446,28.6
420.22223,29.1
300.33334,28.9
169.86111,28.6
59.38889,27.5
6.3333335,26.3
0.0,26.3
0.0,24.8
0.0,23.7
0.027777778,24.5
0.0,24.4
0.0,23.1
0.0,23.6
0.0,23.7
0.0,22.9
0.0,22.9
0.0,21.9
0.027777778,21.9
38.38889,23.1
227.83333,26.8
423.66666,28.1
599.8889,30.0
706.3333,31.0
714.3889,32.8
677.7778,33.5
589.5278,32.1
501.75,31.3
325.25,29.6
116.361115,27.3
3.6388888,26.6
0.0,26.6
0.0,26.1
0.0,25.6
0.0,25.3
0.0,25.0
0.0,25.3
0.0,24.1
0.0,23.5
0.0,23.8
0.0,23.4
0.0,23.3
0.0,22.5
24.805555,23.0
232.0,25.2
447.41666,27.2
611.6389,29.2
723.5,30.5
774.1389,31.3
750.25,31.1
659.6111,29.8
500.52777,28.8
250.25,27.5
72.22222,26.2
1.8333334,26.0
0.7777778,26.2
0.0,25.4
0.0,25.4
0.0,24.1
0.0,24.4
0.0,23.5
0.0,23.0
0.0,23.0
0.027777778,22.9
0.027777778,23.2
0.027777778,23.0
0.0,23.2
20.88889,23.8
65.25,23.9
63.72222,24.2
303.75,25.8
346.08334,26.8
494.1389,28.0
551.30554,29.1
498.05554,28.3
160.83333,26.8
45.805557,25.1
66.22222,25.5
4.361111,24.2
0.0,22.9
0.0,22.6
0.0,22.3
0.0,22.3
0.0,22.0
0.0,21.5
0.0,22.2
0.0,23.3
0.0,22.3
0.0,21.3
0.0,21.7
0.083333336,21.4
40.305557,22.2
202.69444,24.1
410.69446,26.2
606.3889,29.1
722.5278,30.7
720.55554,31.1
353.97223,31.0
439.41666,32.7
339.16666,31.6
300.19446,30.7
113.888885,29.0
4.0,26.1
0.0,25.4
0.0,25.0
0.0,24.3
0.0,24.8
0.0,24.0
0.0,23.3
0.0,22.7
0.0,24.5
0.0,23.0
0.0,23.1
0.0,22.7
0.0,22.6
4.6666665,22.4
137.19444,24.0
207.16667,23.9
100.388885,22.4
208.11111,23.8
208.91667,23.8
174.91667,23.5
116.583336,23.5
109.72222,23.2
64.166664,21.0
36.72222,21.0
2.6111112,21.1
0.0,21.0
0.0,20.6
0.0,20.3
0.0,20.7
0.0,20.4
0.0,20.2
0.0,20.0
0.0,19.6
0.0,19.6
0.0,19.5
0.0,19.6
0.0,18.9
44.916668,20.5
178.80556,22.0
420.0,22.9
581.05554,24.8
754.9167,25.4
831.55554,26.6
829.8611,27.6
680.5,27.7
490.08334,27.1
294.75,26.4
114.083336,25.4
4.8333335,24.3
0.0,24.0
0.0,23.6
0.0,22.6
0.0,19.9
0.0,19.2
0.0,18.8
0.0,18.5
0.0,18.3
0.0,18.2
0.0,18.0
0.0,17.9
0.0,17.8
38.805557,19.0
222.02777,22.9
428.77777,24.4
616.0278,26.0
726.0,27.8
778.80554,29.4
752.2222,30.8
661.5833,31.4
502.16666,30.4
308.6389,29.6
104.888885,27.5
1.4166666,23.3
0.0,22.2
0.0,21.6
0.0,21.1
0.0,20.9
0.0,20.6
0.0,20.2
0.0,19.8
0.0,19.5
0.0,19.6
0.0,19.4
0.0,19.0
0.0,19.1
35.47222,20.3
221.36111,24.1
415.75,25.7
589.9167,27.5
711.4722,29.3
767.4167,30.4
702.0833,30.2
631.44446,30.6
488.8611,30.1
286.47223,29.5
99.80556,27.5
2.5555556,23.6
0.0,22.7
0.0,22.4
0.0,21.8
0.0,21.4
0.0,21.5
0.0,21.5
0.0,22.9
0.0,23.8
0.0,21.8
0.0,20.8
0.0,20.4
0.0,20.2
30.666666,21.3
197.52777,24.8
420.25,26.9
597.80554,28.6
714.5278,30.3
777.2778,31.4
522.19446,31.6
719.25,32.3
605.1111,32.4
370.69446,32.2
124.05556,30.3
2.4444444,26.8
0.0,24.7
0.0,25.7
0.0,23.1
0.0,22.4
0.0,22.1
0.0,21.7
0.0,21.6
0.0,21.4
0.0,21.0
0.0,20.7
0.0,21.1
0.0,20.8
33.38889,22.2
133.58333,26.2
355.0,28.7
507.27777,30.2
528.1111,30.7
625.19446,31.2
653.2778,31.5
396.1389,31.5
291.55554,31.4
177.63889,30.7
112.97222,30.2
5.0,28.3
0.0,26.7
0.0,23.0
0.0,21.9
0.0,21.3
0.0,20.6
0.0,20.5
0.0,20.7
0.0,20.7
0.0,21.6
0.0,20.4
0.0,25.0
0.0,23.3
31.88889,24.5
229.44444,28.5
437.41666,30.3
555.69446,30.8
681.1667,32.3
746.4167,33.5
790.69446,34.0
665.8333,33.7
521.80554,33.6
339.75,32.8
107.666664,28.4
1.7222222,25.3
0.0,25.4
0.0,26.2
0.0,25.4
0.0,25.0
0.0,24.6
0.0,23.2
0.0,23.7
0.0,24.2
0.0,24.2
0.0,24.2
0.0,23.1
0.027777778,22.6
20.277779,23.9
99.0,24.8
288.83334,25.8
442.41666,27.2
694.8889,26.8
502.1389,25.8
235.61111,24.5
89.44444,23.7
53.36111,22.9
22.583334,22.7
4.5,21.5
0.027777778,21.0
0.0,21.1
0.0,21.3
0.0,21.0
0.0,20.5
0.0,20.5
0.0,20.2
0.0,19.6
0.0,19.7
0.0,19.4
0.0,19.6
0.0,19.3
0.0,19.2
3.5833333,19.3
60.88889,19.4
70.0,18.9
155.83333,19.5
164.77777,20.3
260.55554,21.7
143.16667,21.1
123.666664,21.1
134.44444,21.3
80.083336,21.0
30.444445,20.8
1.0555556,19.9
0.0,20.1
0.0,19.1
0.0,20.4
0.0,18.6
0.0,16.6
0.0,15.3
0.0,15.5
0.0,15.5
0.0,14.7
0.0,14.1
0.0,13.8
0.0,13.4
29.472221,14.8
193.33333,18.7
440.41666,20.7
623.9722,22.7
792.8611,23.7
283.83334,23.1
660.0,23.6
625.1111,24.7
486.19446,23.6
213.16667,22.6
102.861115,21.3
2.1666667,20.5
0.0,19.5
0.0,16.1
0.0,16.1
0.0,15.9
0.0,14.9
0.0,14.9
0.0,14.8
0.0,14.7
0.0,14.3
0.0,14.2
0.0,14.2
0.0,14.2
24.88889,15.2
208.75,20.4
414.69446,22.2
577.5278,23.9
691.3611,25.1
739.8889,27.1
714.8333,28.4
600.9722,28.3
474.1389,26.7
280.33334,25.1
97.138885,24.1
2.25,20.6
0.0,20.5
0.027777778,21.3
0.0,20.1
0.0,19.0
0.0,19.6
0.0,18.9
0.0,18.5
0.0,18.5
0.0,18.5
0.0,18.1
0.0,18.0
0.0,17.7
18.305555,18.4
141.5,22.0
309.66666,24.0
359.05554,24.6
611.5278,26.6
554.9722,27.8
495.75,26.7
311.27777,26.3
181.33333,25.3
99.52778,24.5
22.11111,24.0
0.41666666,23.4
0.0,22.9
0.0,22.7
0.0,22.8
0.0,22.8
0.0,22.4
0.0,22.5
0.0,22.4
0.0,21.9
0.0,21.9
0.0,21.9
0.0,21.8
0.0,21.4
14.25,22.0
69.30556,22.9
118.416664,24.0
200.52777,24.4
176.88889,24.6
147.72223,24.7
139.0,24.7
167.44444,24.6
152.05556,24.5
93.083336,24.2
36.13889,23.9
1.6111112,23.3
0.0,22.9
0.0,22.3
0.0,22.6
0.0,22.3
0.0,21.6
0.0,21.2
0.0,20.8
0.0,20.5
0.0,19.8
0.0,19.1
0.0,18.4
0.0,18.1
21.36111,18.9
171.25,22.2
379.52777,24.7
